Files in group 5:
Filename	Variants
PD24200a.vcf	974
PD4606a.vcf	1129
PD13605a.vcf	1238
PD14439a.vcf	1316
PD9570a.vcf	1406
PD13757a.vcf	1487
PD14473a.vcf	1543
PD5964a.vcf	1590
PD9577a.vcf	1624
PD13762a.vcf	1653
PD4088a.vcf	1691
PD11762a.vcf	1734
PD11756a.vcf	1771
PD22359a.vcf	1817
PD14432a.vcf	1870
PD18751a.vcf	1907
PD22362a.vcf	1949
PD14456a.vcf	1977
PD9600a.vcf	2019
PD13312a.vcf	2034
PD4076a.vcf	2091
PD4267a.vcf	2119
PD4248a.vcf	2196
PD18188a.vcf	2236
PD13758a.vcf	2299
PD18047a.vcf	2344
PD10010a.vcf	2430
PD11339a.vcf	2529
PD11383a.vcf	2579
PD11402a.vcf	2636
PD9001a.vcf	2705
PD9582a.vcf	2740
PD24204a.vcf	2795
PD18046a.vcf	2901
PD18769a.vcf	2982
PD24214a.vcf	3079
PD5951a.vcf	3193
PD13607a.vcf	3288
PD24336a.vcf	3339
PD24223a.vcf	3428
PD9539a.vcf	3580
PD4252a.vcf	3773
PD24314a.vcf	3870
PD8979a.vcf	4037
PD13608a.vcf	4107
PD13622a.vcf	4355
PD14460a.vcf	4524
PD4959a.vcf	4611
PD13609a.vcf	4706
PD18048a.vcf	4786
PD4876a.vcf	4908
PD8609a.vcf	5087
PD9464a.vcf	5251
PD11336a.vcf	5585
PD13606a.vcf	5893
PD4005a.vcf	6041
PD4976a.vcf	6275
PD23566a.vcf	6667
PD13418a.vcf	6808
PD11753a.vcf	6858
PD4841a.vcf	7020
PD24186a.vcf	7488
PD9702a.vcf	7861
PD8830a.vcf	8246
PD9592a.vcf	8496
PD22363a.vcf	8905
PD24216a.vcf	9339
PD5935a.vcf	9671
PD4107a.vcf	9874
PD23558a.vcf	10134
PD9004a.vcf	10625
PD24193a.vcf	11237
PD10014a.vcf	12125
PD11365a.vcf	13652
PD24217a.vcf	15305
PD18020a.vcf	17772
PD24197a.vcf	20215
PD6412a.vcf	25187
PD9568a.vcf	30395
PD23564a.vcf	83447

Summary for group 5:
Total files: 80
Total variants: 515354
Average variants per file: 6441.93
