Files in group 4:
Filename	Variants
PD11767a.vcf	869
PD13419a.vcf	1092
PD17991a.vcf	1222
PD17994a.vcf	1306
PD9544a.vcf	1389
PD7218a.vcf	1474
PD18100a.vcf	1531
PD7201a.vcf	1584
PD9593a.vcf	1617
PD11341a.vcf	1652
PD13761a.vcf	1688
PD11384a.vcf	1725
PD6041a.vcf	1771
PD6466b.vcf	1809
PD13420a.vcf	1862
PD22365a.vcf	1906
PD13416a.vcf	1939
PD4986a.vcf	1976
PD6720a.vcf	2018
PD11347a.vcf	2031
PD14459a.vcf	2086
PD4264a.vcf	2118
PD4613a.vcf	2195
PD6721a.vcf	2231
PD14472a.vcf	2298
PD11364a.vcf	2339
PD4970a.vcf	2410
PD13168a.vcf	2528
PD6728b.vcf	2578
PD14462a.vcf	2628
PD4085a.vcf	2704
PD13164a.vcf	2722
PD5936a.vcf	2782
PD23550a.vcf	2866
PD6046a.vcf	2976
PD11337a.vcf	3073
PD11376a.vcf	3152
PD24218a.vcf	3288
PD24306a.vcf	3336
PD13428a.vcf	3422
PD8619a.vcf	3571
PD4978a.vcf	3736
PD13766a.vcf	3837
PD11816a.vcf	4011
PD13630a.vcf	4107
PD11358a.vcf	4327
PD4198a.vcf	4517
PD3905a.vcf	4603
PD9571a.vcf	4700
PD4968a.vcf	4780
PD13302a.vcf	4896
PD11340a.vcf	5064
PD4103a.vcf	5218
PD3890a.vcf	5584
PD9696a.vcf	5865
PD5942a.vcf	5990
PD24215a.vcf	6177
PD18259a.vcf	6639
PD4875a.vcf	6805
PD24304a.vcf	6853
PD11742a.vcf	7005
PD11349a.vcf	7449
PD7205a.vcf	7858
PD23563a.vcf	8223
PD9002a.vcf	8476
PD23565a.vcf	8852
PD4958a.vcf	9338
PD11326a.vcf	9628
PD22366a.vcf	9809
PD6722a.vcf	10110
PD3945a.vcf	10551
PD8964a.vcf	11151
PD4952a.vcf	12033
PD23574a.vcf	13094
PD9009a.vcf	15210
PD11751a.vcf	16648
PD18045a.vcf	19468
PD24326a.vcf	23620
PD24189a.vcf	29590
PD5937a.vcf	76097

Summary for group 4:
Total files: 80
Total variants: 501683
Average variants per file: 6271.04
